,3PAr,AST%,BLK%,BPM,DBPM,DRB%,DWS,FTr,Name,OBPM,ORB%,OWS,PER,STL%,TOV%,TRB%,TS%,USG%,VORP,WS,WS/48
733,.196,18.7,1.2,1.0,0.6,9.0,24.7,.238,Michael Cooper,0.4,3.7,27.7,12.8,2.1,16.8,6.5,.544,14.6,18.2,52.5,.107
734,.007,5.6,4.3,-1.7,0.9,21.9,26.9,.246,Wayne Cooper,-2.6,11.2,10.0,13.4,0.7,13.1,16.4,.494,17.8,1.4,36.9,.087
735,.000,3.3,2.8,-4.5,-0.9,18.0,0.2,.325,Tom Copa,-3.7,11.7,0.0,10.7,0.8,14.9,14.9,.525,17.2,-0.1,0.2,.078
736,.005,8.9,1.2,-2.5,-0.6,7.7,0.8,.227,Hollis Copeland,-1.9,6.3,0.5,10.7,2.3,16.5,7.0,.520,16.4,-0.1,1.3,.050
737,.077,14.3,0.4,-10.7,-4.2,8.5,0.1,.176,Lanard Copeland,-6.5,3.6,-0.5,8.2,0.9,19.0,6.1,.459,32.5,-0.3,-0.4,-0.111
738,.077,10.5,0.6,0.8,1.1,13.8,32.8,.255,Tyrone Corbin,-0.4,7.2,23.7,13.1,2.3,12.1,10.5,.511,17.1,19.2,56.5,.098
739,.251,25.5,0.2,-2.6,-0.9,8.8,1.0,.524,Chris Corchiani,-1.7,2.3,0.5,11.7,2.7,23.9,5.5,.543,16.2,-0.2,1.6,.058
740,,,,,,,0.0,,Ken Corley,,,0.0,,,,,,,,0.0,
741,,,,,,,2.2,.335,Ray Corley,,,-1.3,-6.9,,,,.353,,,0.9,-0.265
742,.008,9.8,2.3,-0.2,0.9,18.7,21.4,.295,Dave Corzine,-1.1,9.3,15.8,13.6,0.9,15.6,14.0,.526,16.8,9.3,37.3,.086
743,,18.1,,,,,20.9,.409,Larry Costello,,,41.8,14.5,,,,.517,,,62.7,.142
744,,,,,,,-0.5,.485,Jack Cotton,,,-1.0,,,,,.343,,,-1.5,
745,.179,0.0,0.8,-14.7,-7.0,15.2,0.1,.692,James Cotton,-7.6,5.1,-0.1,12.3,2.3,15.0,10.2,.482,29.8,-0.3,0.0,.008
746,.111,10.6,0.4,-9.1,-2.6,12.1,0.1,.173,John Coughran,-6.5,1.3,-0.4,6.0,2.1,13.0,6.5,.390,25.8,-0.3,-0.3,-0.086
747,,11.2,1.7,-0.5,1.5,22.5,20.7,.254,Mel Counts,-2.0,8.0,7.0,15.3,1.7,,14.7,.479,,0.8,27.7,.097
748,,9.3,,,,,0.2,.204,Steve Courtin,,,0.1,6.9,,,,.450,,,0.2,.036
749,.012,5.7,2.2,-6.3,-1.7,12.2,0.6,.322,Joe Courtney,-4.5,10.3,-0.2,9.7,1.4,14.4,11.2,.472,19.2,-0.8,0.3,.021
750,,32.0,,,,,50.5,.350,Bob Cousy,,,40.6,19.8,,,,.446,,,91.1,.139
751,.001,13.7,1.3,3.2,2.4,25.8,55.8,.207,Dave Cowens,0.8,8.1,30.5,17.0,1.4,12.6,17.1,.496,19.0,26.2,86.3,.140
752,.054,11.5,0.7,-9.7,-2.7,4.3,0.1,.162,Chubby Cox,-7.0,9.8,-0.3,1.6,0.0,18.5,7.1,.366,25.9,-0.2,-0.2,-0.127
753,,,,,,,0.4,.238,Johnny Cox,,,0.1,10.3,,,,.457,,,0.5,.015
754,,3.7,1.0,-6.9,-1.3,18.9,1.2,.649,Wesley Cox,-5.6,7.5,-1.1,8.9,1.9,17.4,13.1,.449,22.5,-1.0,0.1,.007
755,.145,6.9,1.4,-2.9,-1.7,9.6,2.5,.319,Chris Crawford,-1.3,5.9,3.9,12.9,1.3,12.7,7.8,.521,20.8,-0.9,6.5,.078
756,,15.6,,,,,4.2,.331,Freddie Crawford,,,2.0,11.4,,,7.2,.476,,,6.1,.058
757,.400,6.5,0.0,-5.6,-2.6,14.8,0.0,.200,Joe Crawford,-3.0,4.6,0.0,10.8,2.2,0.0,9.5,.414,20.6,0.0,0.0,.037
758,,3.0,2.8,-9.9,-1.1,19.8,0.1,.372,Jim Creighton,-8.8,7.6,-0.4,5.5,0.5,,13.5,.310,,-0.3,-0.2,-0.063
759,.000,0.0,0.0,-37.4,-13.5,0.0,0.0,.667,Ron Crevier,-24.0,25.9,-0.1,-31.7,0.0,0.0,13.3,.000,38.0,0.0,-0.1,-0.795
760,,,,,,,0.0,.333,Hal Crisler,,,0.1,,,,,.436,,,0.1,
761,.574,27.4,0.0,-1.6,-4.3,6.6,0.1,.191,Joe Crispin,2.8,1.4,0.3,17.1,1.7,11.9,4.0,.536,24.0,0.0,0.4,.136
762,.035,21.3,0.1,-2.8,-1.7,5.8,6.6,.350,Charlie Criss,-1.1,1.6,7.1,12.8,2.0,15.4,3.7,.503,19.0,-1.8,13.7,.073
763,.020,14.6,,,,,0.3,.571,Russell Critchfield,,,-0.2,7.9,,15.2,2.9,.438,16.9,,0.1,.013
764,.000,7.4,1.8,-4.4,-0.7,15.9,0.2,.352,Winston Crite,-3.6,11.9,-0.1,9.1,0.9,24.1,13.8,.530,16.7,-0.2,0.1,.012
765,.100,16.8,0.3,-4.3,-1.4,12.1,0.7,.378,Javaris Crittenton,-2.9,5.2,-0.6,10.6,1.7,18.5,8.6,.492,18.0,-1.1,0.1,.002
766,,,,,,,0.9,.467,Dillard Crocker,,,0.9,12.8,,,,.399,,,1.8,.103
767,.006,6.9,,,,,0.6,.322,Bobby Croft,,,-1.2,9.5,,10.0,11.9,.409,21.1,,-0.6,-0.039
768,.000,6.8,2.6,-5.1,0.9,20.0,0.7,.398,Geoff Crompton,-6.0,10.7,-0.8,5.6,1.0,25.3,15.5,.390,13.8,-0.4,-0.1,-0.009
769,.000,30.0,0.0,-13.3,-4.9,4.0,0.0,.500,Terry Crosby,-8.3,0.0,0.0,3.5,0.0,50.6,1.9,.615,14.1,-0.1,0.0,-0.051
770,.345,9.2,1.3,-0.5,-0.2,19.1,14.7,.338,Austin Croshere,-0.4,7.2,12.9,14.3,1.1,13.5,13.3,.532,19.6,4.3,27.6,.115
771,.000,1.0,1.3,-10.1,-2.7,18.4,0.1,1.042,Jeff Cross,-7.4,7.7,-0.2,1.5,0.7,14.6,13.0,.371,12.8,-0.3,-0.1,-0.038
772,,6.2,,,,,2.9,.387,Pete Cross,,,1.3,12.5,,,18.7,.484,,,4.2,.053
773,.000,8.8,1.1,-1.8,-1.3,15.6,0.3,.813,Russell Cross,-0.6,10.0,0.5,15.3,1.6,11.1,12.6,.546,18.8,0.0,0.8,.106
774,,,,,,,4.2,.183,Chink Crossin,,,-0.5,,,,,.354,,,3.7,
775,.259,26.7,0.3,-2.7,-2.1,7.5,4.3,.420,John Crotty,-0.6,2.9,7.8,12.7,1.7,20.0,5.2,.554,16.8,-1.1,12.1,.100
776,.000,0.0,,,,,0.0,.500,Bill Crow,,,-0.2,-12.3,,9.3,5.5,.154,24.3,,-0.2,-0.461
777,,7.8,0.3,-4.4,-2.8,8.6,0.1,.250,Mark Crow,-1.6,8.4,0.1,12.8,1.4,11.9,8.5,.473,24.1,-0.1,0.2,.051
778,.279,7.0,0.3,-4.6,-1.9,8.2,0.3,.197,Corey Crowder,-2.7,5.6,-0.1,7.6,1.1,10.2,7.0,.453,17.9,-0.2,0.2,.031
779,.027,8.4,,,,,3.0,.283,Al Cueto,,,-0.8,11.4,,14.7,14.7,.452,16.8,,2.2,.046
780,.003,8.0,0.7,-2.3,-0.6,20.9,15.8,.262,Pat Cummings,-1.7,8.9,6.7,13.3,1.2,15.8,14.8,.532,20.5,-1.0,22.6,.075
781,.009,10.5,1.2,0.9,0.0,18.2,45.5,.283,Terry Cummings,0.9,10.6,45.7,18.3,1.8,10.5,14.4,.520,25.6,24.9,91.1,.129
782,.250,23.1,0.6,-2.9,-1.8,7.6,1.7,.233,Vonteego Cummings,-1.2,3.1,0.5,11.8,2.4,14.7,5.2,.461,19.8,-0.9,2.2,.028
783,.004,17.6,0.8,3.3,1.1,22.4,37.7,.405,Billy Cunningham,2.2,6.2,40.9,20.0,2.2,17.1,14.2,.509,25.5,6.2,78.6,.141
784,,7.0,1.9,-11.8,-0.3,30.8,5.3,.307,Dick Cunningham,-11.4,2.1,-1.0,10.5,1.7,,16.0,.444,,-0.1,4.2,.054
785,.000,1.5,4.0,-5.5,1.0,11.5,0.1,.074,William Cunningham,-6.5,9.4,-0.2,2.2,0.8,15.2,10.7,.251,7.3,-0.2,-0.1,-0.018
786,.000,10.2,0.8,-2.7,-0.5,22.9,0.1,.878,Radisav Curcic,-2.2,10.2,0.2,13.5,2.0,12.3,16.0,.510,15.9,0.0,0.3,.086
787,,,,,,,0.0,.200,Armand Cure,,,0.0,,,,,.306,,,0.0,
788,.005,7.1,1.7,-1.4,1.1,17.6,13.6,.302,Earl Cureton,-2.5,10.2,0.7,10.4,1.3,16.5,13.8,.490,14.3,1.7,14.4,.056
789,.025,5.5,2.0,-3.6,0.0,12.0,1.2,.297,Bill Curley,-3.6,8.4,0.4,8.2,1.9,15.8,10.1,.492,12.9,-0.6,1.6,.047
790,,,,,,,1.7,.911,Fran Curran,,,7.5,,,,,.533,,,9.2,
791,.278,13.5,0.7,-0.3,-1.7,9.8,17.6,.132,Dell Curry,1.4,2.9,23.9,16.0,2.1,9.9,6.3,.537,24.2,10.1,41.5,.085
792,.000,4.2,2.2,-3.5,-1.8,15.7,9.6,.547,Eddy Curry,-1.8,8.3,12.1,15.9,0.6,16.7,12.0,.581,24.2,-5.0,21.7,.080
793,,,,,,,0.0,,JamesOn Curry,,,0.0,,,,,,,0.0,0.0,
794,.108,9.6,0.4,-2.9,-0.3,7.5,9.4,.356,Michael Curry,-2.6,1.8,8.4,7.5,1.4,13.9,4.7,.527,11.6,-2.9,17.8,.065
795,.063,9.6,1.5,-8.4,0.0,16.9,0.1,.250,Rastko Cvetkovic,-8.4,9.6,-0.2,2.1,2.2,14.5,13.2,.282,19.3,-0.1,-0.1,-0.118
796,.448,5.9,1.8,-10.4,-1.0,6.4,0.1,.000,Bruno Caboclo,-9.3,6.4,-0.5,-2.2,2.3,25.6,6.4,.276,19.8,-0.2,-0.4,-0.205
797,.186,26.5,0.5,-0.7,1.2,11.7,3.1,.210,Nick Calathes,-2.0,2.4,-0.5,12.3,3.4,21.0,7.0,.484,17.7,0.6,2.6,.063
798,.343,34.9,0.2,-0.2,-2.3,9.1,10.0,.167,Jose Calderon,2.1,1.5,45.8,16.3,1.6,16.1,5.3,.574,16.3,10.1,55.7,.122
799,.430,8.0,0.5,0.0,-0.2,8.7,7.8,.191,Kentavious Caldwell-Pope,0.2,2.3,6.9,11.8,2.0,8.0,5.4,.511,18.1,4.7,14.6,.075
800,.647,12.9,0.4,-2.8,-2.6,8.4,1.8,.221,Isaiah Canaan,-0.2,1.5,1.7,10.8,1.5,11.5,4.8,.523,19.6,-0.7,3.5,.045
801,.001,5.8,4.8,0.5,1.4,23.9,4.2,.425,Clint Capela,-0.9,13.4,5.9,19.5,1.5,11.3,18.6,.590,18.0,1.9,10.1,.161
802,.394,7.6,0.9,1.3,0.5,13.2,10.2,.238,DeMarre Carroll,0.8,5.8,11.8,13.5,2.3,9.0,9.5,.545,16.0,7.8,22.0,.113
803,.270,20.1,1.4,3.0,-0.4,12.3,42.5,.294,Vince Carter,3.4,4.2,79.5,19.3,1.7,9.7,8.2,.536,27.1,54.5,122.1,.136
804,.169,30.3,1.6,-0.8,0.8,15.7,7.6,.320,Michael Carter-Williams,-1.5,3.6,-4.2,14.1,2.5,18.3,9.5,.475,24.5,2.2,3.5,.024
805,.374,8.6,0.8,-1.5,-0.8,17.1,7.7,.271,Omri Casspi,-0.7,4.5,8.2,12.8,1.5,12.3,10.8,.539,18.0,1.4,15.9,.072
806,.005,6.2,3.4,-0.3,1.1,17.7,2.6,.346,Willie Cauley-Stein,-1.5,8.5,3.5,15.4,1.7,11.3,13.2,.573,16.0,1.1,6.2,.111
807,.467,21.5,0.5,0.5,0.1,9.1,19.0,.302,Mario Chalmers,0.5,1.5,12.6,12.9,2.9,18.6,5.4,.550,17.3,10.1,31.7,.096
808,.002,4.6,3.4,1.6,2.2,25.1,43.6,.622,Tyson Chandler,-0.6,12.7,53.1,16.4,1.0,17.7,18.8,.624,13.5,26.7,96.7,.158
809,.322,9.3,1.6,-0.7,-0.5,15.4,10.5,.190,Wilson Chandler,-0.2,4.1,12.5,13.7,1.2,10.1,9.7,.528,20.7,5.1,23.0,.070
810,.474,16.4,1.1,-3.7,0.7,6.6,0.1,.316,Will Cherry,-4.4,1.7,-0.1,5.8,4.5,15.6,4.2,.347,16.8,0.0,0.0,-0.021
811,.117,9.5,1.3,1.3,0.2,12.9,6.0,.381,Josh Childress,1.1,8.1,19.7,15.6,1.7,12.8,10.4,.591,15.0,8.6,25.7,.118
812,.360,4.9,3.1,-1.7,0.0,15.5,1.4,.279,Marquese Chriss,-1.7,5.8,0.3,12.0,1.9,12.8,10.5,.526,19.7,0.1,1.6,.049
813,.500,5.8,1.1,-3.6,-2.5,14.1,0.1,.387,Dionte Christmas,-1.1,7.4,0.2,11.1,0.5,7.6,10.8,.489,17.4,-0.1,0.3,.083
814,.000,2.5,2.3,-4.0,-1.3,14.8,0.2,.600,Rakeem Christmas,-2.7,13.7,0.3,11.0,0.7,12.3,14.3,.545,13.0,-0.1,0.5,.103
815,.273,19.0,0.6,-6.7,-1.4,8.0,0.7,.149,Semaj Christon,-5.3,2.3,-0.7,5.5,1.4,16.5,5.2,.377,12.8,-1.0,-0.1,-0.005
816,.333,0.0,0.0,-16.3,-5.7,15.9,0.0,.000,Patrick Christopher,-10.6,8.0,-0.1,-2.6,1.8,7.7,12.0,.250,20.6,-0.1,-0.1,-0.150
817,.222,5.7,2.9,-3.6,0.5,17.9,4.2,.201,Earl Clark,-4.1,6.2,-1.3,10.2,1.2,12.5,12.1,.465,17.4,-1.5,2.9,.038
818,.408,12.5,1.0,-2.5,-1.5,9.1,2.1,.147,Ian Clark,-1.0,2.3,1.3,12.4,1.8,13.0,5.9,.559,19.5,-0.3,3.3,.082
819,.500,0.0,0.0,-9.5,-9.7,18.0,0.0,.000,Coty Clarke,0.2,0.0,0.0,23.9,0.0,20.0,8.8,.750,35.5,0.0,0.0,.025
820,.285,16.3,0.4,-1.6,-2.1,9.6,1.3,.195,Jordan Clarkson,0.5,3.3,4.3,14.6,1.8,11.6,6.4,.524,23.1,0.6,5.6,.043
821,.462,7.7,1.1,-3.3,-0.1,14.3,0.7,.163,Victor Claver,-3.2,4.5,-0.5,7.5,1.5,17.7,9.4,.479,13.8,-0.4,0.2,.011
822,.258,18.9,0.4,-4.0,-1.3,9.1,6.1,.156,Norris Cole,-2.7,1.2,-3.2,9.2,1.8,16.5,5.2,.475,18.3,-3.9,3.0,.018
823,.215,26.1,0.4,-0.3,-1.3,8.1,10.7,.290,Darren Collison,1.1,1.8,24.7,15.8,1.9,15.5,5.0,.562,20.2,7.2,35.4,.103
824,.024,7.5,1.9,0.4,0.9,17.9,18.0,.304,Nick Collison,-0.4,11.1,26.3,13.2,1.2,15.7,14.5,.570,13.4,11.4,44.3,.115
825,.290,28.5,0.5,1.9,-0.6,9.1,23.2,.283,Mike Conley,2.4,1.5,38.8,17.3,2.4,13.5,5.3,.544,21.0,22.2,62.0,.130
826,.415,10.1,0.4,-5.2,-1.7,14.4,0.2,.149,Pat Connaughton,-3.5,5.8,-0.1,7.8,0.8,18.0,10.1,.479,14.3,-0.3,0.1,.011
827,.600,26.8,0.0,-6.1,-4.2,5.4,0.0,.067,Quinn Cook,-1.9,0.0,0.0,10.2,1.1,20.6,2.6,.567,20.7,-0.1,0.0,.015
828,.000,1.8,2.8,-4.0,0.4,19.8,0.2,.955,Jack Cooley,-4.4,13.3,0.0,11.4,3.7,8.8,16.6,.432,18.0,0.0,0.2,.092
829,.492,8.6,1.1,-3.0,-2.6,11.2,1.8,.174,Chris Copeland,-0.4,3.5,1.2,12.4,0.8,12.3,7.3,.540,22.9,-0.5,2.9,.067
830,.291,15.8,0.0,-5.9,-3.1,8.7,0.1,.228,Bryce Cotton,-2.8,1.8,0.0,12.0,1.8,16.4,5.3,.506,23.8,-0.2,0.1,.021
831,.000,0.0,4.5,-9.9,-2.4,20.3,0.0,.000,Marcus Cousin,-7.5,0.0,0.0,7.8,0.0,25.0,10.1,.667,10.2,0.0,0.0,.008
832,.078,17.4,3.0,2.6,1.9,28.0,21.5,.455,DeMarcus Cousins,0.7,10.1,15.3,22.4,2.2,14.8,19.0,.532,32.0,18.0,36.7,.114
833,.610,8.5,1.8,0.5,0.6,17.7,7.7,.257,Robert Covington,-0.1,4.0,1.5,13.7,2.7,14.1,10.7,.544,20.8,3.8,9.3,.074
